,,,,,,,,
,ID точки,Дата,Входящий остаток (остаток на начало дня),Снятие (выдача наличных клиентам) ,Внесение (депозиты клиентов),Подкрепление (подкрепление отделения / загрузка банкомата службой инкассации),Вывоз (инкассация отделения / разгрузка банкомата),Исходящий остаток (остаток на конец дня)
,Банкомат_7,11.06.2018,1122000,193000,0,0,0,929000
,Банкомат_7,12.06.2018,929000,144500,0,0,0,784500
,Банкомат_7,13.06.2018,784500,150800,0,0,0,633700
,Банкомат_7,14.06.2018,633700,90600,0,0,0,543100
,Банкомат_7,15.06.2018,543100,96600,0,0,0,446500
,Банкомат_7,16.06.2018,446500,100400,0,0,0,346100
,Банкомат_7,17.06.2018,346100,90300,0,0,0,255800
,Банкомат_7,18.06.2018,255800,108800,0,3000000,255800,2891200
,Банкомат_7,19.06.2018,2891200,106000,0,0,0,2785200
,Банкомат_7,20.06.2018,2785200,95100,0,0,0,2690100
,Банкомат_7,21.06.2018,2690100,81200,0,0,0,2608900
,Банкомат_7,22.06.2018,2608900,100400,0,0,0,2508500
,Банкомат_7,23.06.2018,2508500,101400,0,0,0,2407100
,Банкомат_7,24.06.2018,2407100,83900,0,0,0,2323200
,Банкомат_7,25.06.2018,2323200,93800,0,0,0,2229400
,Банкомат_7,26.06.2018,2229400,99500,0,0,0,2129900
,Банкомат_7,27.06.2018,2129900,98400,0,0,0,2031500
,Банкомат_7,28.06.2018,2031500,107000,0,0,0,1924500
,Банкомат_7,29.06.2018,1924500,109900,0,0,0,1814600
,Банкомат_7,30.06.2018,1814600,93900,0,0,0,1720700
,Банкомат_7,01.07.2018,1720700,151200,0,0,0,1569500
,Банкомат_7,02.07.2018,1569500,187900,0,0,0,1381600
,Банкомат_7,03.07.2018,1381600,150600,0,0,0,1231000
,Банкомат_7,04.07.2018,1231000,92300,0,0,0,1138700
,Банкомат_7,05.07.2018,1138700,106800,0,0,0,1031900
,Банкомат_7,06.07.2018,1031900,101700,0,0,0,930200
,Банкомат_7,07.07.2018,930200,85600,0,0,0,844600
,Банкомат_7,08.07.2018,844600,108800,0,0,0,735800
,Банкомат_7,09.07.2018,735800,158600,0,0,0,577200
,Банкомат_7,10.07.2018,577200,177900,0,0,0,399300
,Банкомат_7,11.07.2018,399300,179600,0,0,0,219700
,Банкомат_7,12.07.2018,219700,151200,0,3000000,219700,2848800
,Банкомат_7,13.07.2018,2848800,177200,0,0,0,2671600
,Банкомат_7,14.07.2018,2671600,97200,0,0,0,2574400
,Банкомат_7,15.07.2018,2574400,87300,0,0,0,2487100
,Банкомат_7,16.07.2018,2487100,83300,0,0,0,2403800
,Банкомат_7,17.07.2018,2403800,93200,0,0,0,2310600
,Банкомат_7,18.07.2018,2310600,107700,0,0,0,2202900
,Банкомат_7,19.07.2018,2202900,93100,0,0,0,2109800
,Банкомат_7,20.07.2018,2109800,110700,0,0,0,1999100
,Банкомат_7,21.07.2018,1999100,105300,0,0,0,1893800
,Банкомат_7,22.07.2018,1893800,82400,0,0,0,1811400
,Банкомат_7,23.07.2018,1811400,84700,0,0,0,1726700
,Банкомат_7,24.07.2018,1726700,103800,0,0,0,1622900
,Банкомат_7,25.07.2018,1622900,99200,0,0,0,1523700
,Банкомат_7,26.07.2018,1523700,85900,0,0,0,1437800
,Банкомат_7,27.07.2018,1437800,90100,0,0,0,1347700
,Банкомат_7,28.07.2018,1347700,95900,0,0,0,1251800
,Банкомат_7,29.07.2018,1251800,84200,0,0,0,1167600
,Банкомат_7,30.07.2018,1167600,103700,0,0,0,1063900
,Банкомат_7,31.07.2018,1063900,104600,0,0,0,959300
,Банкомат_7,01.08.2018,959300,167900,0,0,0,791400
,Банкомат_7,02.08.2018,791400,175200,0,0,0,616200
,Банкомат_7,03.08.2018,616200,194100,0,0,0,422100
,Банкомат_7,04.08.2018,422100,88600,0,0,0,333500
,Банкомат_7,05.08.2018,333500,101900,0,0,0,231600
,Банкомат_7,06.08.2018,231600,99000,0,3000000,231600,2901000
,Банкомат_7,07.08.2018,2901000,90200,0,0,0,2810800
,Банкомат_7,08.08.2018,2810800,101500,0,0,0,2709300
,Банкомат_7,09.08.2018,2709300,181600,0,0,0,2527700
,Банкомат_7,10.08.2018,2527700,157900,0,0,0,2369800
,Банкомат_7,11.08.2018,2369800,159100,0,0,0,2210700
,Банкомат_7,12.08.2018,2210700,162400,0,0,0,2048300
,Банкомат_7,13.08.2018,2048300,193800,0,0,0,1854500
,Банкомат_7,14.08.2018,1854500,98200,0,0,0,1756300
,Банкомат_7,15.08.2018,1756300,82400,0,0,0,1673900
,Банкомат_7,16.08.2018,1673900,99200,0,0,0,1574700
,Банкомат_7,17.08.2018,1574700,108100,0,0,0,1466600
,Банкомат_7,18.08.2018,1466600,88500,0,0,0,1378100
,Банкомат_7,19.08.2018,1378100,98400,0,0,0,1279700
,Банкомат_7,20.08.2018,1279700,101100,0,0,0,1178600
,Банкомат_7,21.08.2018,1178600,101500,0,0,0,1077100
,Банкомат_7,22.08.2018,1077100,97800,0,0,0,979300
,Банкомат_7,23.08.2018,979300,101800,0,0,0,877500
,Банкомат_7,24.08.2018,877500,100400,0,0,0,777100
,Банкомат_7,25.08.2018,777100,101700,0,0,0,675400
,Банкомат_7,26.08.2018,675400,96500,0,0,0,578900
,Банкомат_7,27.08.2018,578900,93700,0,0,0,485200
,Банкомат_7,28.08.2018,485200,99000,0,0,0,386200
,Банкомат_7,29.08.2018,386200,90100,0,0,0,296100
,Банкомат_7,30.08.2018,296100,91000,0,3000000,296100,2909000
,Банкомат_7,31.08.2018,2909000,106800,0,0,0,2802200
,Банкомат_7,01.09.2018,2802200,182300,0,0,0,2619900
,Банкомат_7,02.09.2018,2619900,176700,0,0,0,2443200
,Банкомат_7,03.09.2018,2443200,161500,0,0,0,2281700
,Банкомат_7,04.09.2018,2281700,100600,0,0,0,2181100
,Банкомат_7,05.09.2018,2181100,93000,0,0,0,2088100
,Банкомат_7,06.09.2018,2088100,84900,0,0,0,2003200
,Банкомат_7,07.09.2018,2003200,90500,0,0,0,1912700
,Банкомат_7,08.09.2018,1912700,86700,0,0,0,1826000
,Банкомат_7,09.09.2018,1826000,176400,0,0,0,1649600
,Банкомат_7,10.09.2018,1649600,196200,0,0,0,1453400
,Банкомат_7,11.09.2018,1453400,150000,0,0,0,1303400
,Банкомат_7,12.09.2018,1303400,144900,0,0,0,1158500
,Банкомат_7,13.09.2018,1158500,175900,0,0,0,982600
,Банкомат_7,14.09.2018,982600,97900,0,0,0,884700
,Банкомат_7,15.09.2018,884700,89700,0,0,0,795000
,Банкомат_7,16.09.2018,795000,93600,0,0,0,701400
,Банкомат_7,17.09.2018,701400,93000,0,0,0,608400
,Банкомат_7,18.09.2018,608400,103600,0,0,0,504800
,Банкомат_7,19.09.2018,504800,90100,0,0,0,414700
,Банкомат_7,20.09.2018,414700,104300,0,0,0,310400
,Банкомат_7,21.09.2018,310400,102100,0,0,0,208300
,Банкомат_7,22.09.2018,208300,83000,0,3000000,208300,2917000
,Банкомат_7,23.09.2018,2917000,82200,0,0,0,2834800
,Банкомат_7,24.09.2018,2834800,93000,0,0,0,2741800
,Банкомат_7,25.09.2018,2741800,88900,0,0,0,2652900
,Банкомат_7,26.09.2018,2652900,106000,0,0,0,2546900
,Банкомат_7,27.09.2018,2546900,84800,0,0,0,2462100
,Банкомат_7,28.09.2018,2462100,109900,0,0,0,2352200
,Банкомат_7,29.09.2018,2352200,102200,0,0,0,2250000
,Банкомат_7,30.09.2018,2250000,82400,0,0,0,2167600
,Банкомат_7,01.10.2018,2167600,165000,0,0,0,2002600
,Банкомат_7,02.10.2018,2002600,185400,0,0,0,1817200
,Банкомат_7,03.10.2018,1817200,193200,0,0,0,1624000
,Банкомат_7,04.10.2018,1624000,97800,0,0,0,1526200
,Банкомат_7,05.10.2018,1526200,98300,0,0,0,1427900
,Банкомат_7,06.10.2018,1427900,96900,0,0,0,1331000
,Банкомат_7,07.10.2018,1331000,92900,0,0,0,1238100
,Банкомат_7,08.10.2018,1238100,105900,0,0,0,1132200
,Банкомат_7,09.10.2018,1132200,186700,0,0,0,945500
,Банкомат_7,10.10.2018,945500,191800,0,0,0,753700
,Банкомат_7,11.10.2018,753700,142000,0,0,0,611700
,Банкомат_7,12.10.2018,611700,150700,0,0,0,461000
,Банкомат_7,13.10.2018,461000,143000,0,0,0,318000
,Банкомат_7,14.10.2018,318000,107800,0,0,0,210200
,Банкомат_7,15.10.2018,210200,95700,0,3000000,210200,2904300
,Банкомат_7,16.10.2018,2904300,105600,0,0,0,2798700
,Банкомат_7,17.10.2018,2798700,95100,0,0,0,2703600
,Банкомат_7,18.10.2018,2703600,92400,0,0,0,2611200
,Банкомат_7,19.10.2018,2611200,99500,0,0,0,2511700
,Банкомат_7,20.10.2018,2511700,82600,0,0,0,2429100
,Банкомат_7,21.10.2018,2429100,81900,0,0,0,2347200
,Банкомат_7,22.10.2018,2347200,100200,0,0,0,2247000
,Банкомат_7,23.10.2018,2247000,96200,0,0,0,2150800
,Банкомат_7,24.10.2018,2150800,81100,0,0,0,2069700
,Банкомат_7,25.10.2018,2069700,96800,0,0,0,1972900
,Банкомат_7,26.10.2018,1972900,106200,0,0,0,1866700
,Банкомат_7,27.10.2018,1866700,94000,0,0,0,1772700
,Банкомат_7,28.10.2018,1772700,81900,0,0,0,1690800
,Банкомат_7,29.10.2018,1690800,89200,0,0,0,1601600
,Банкомат_7,30.10.2018,1601600,103400,0,0,0,1498200
,Банкомат_7,31.10.2018,1498200,91000,0,0,0,1407200
,Банкомат_7,01.11.2018,1407200,170200,0,0,0,1237000
,Банкомат_7,02.11.2018,1237000,198700,0,0,0,1038300
,Банкомат_7,03.11.2018,1038300,188600,0,0,0,849700
,Банкомат_7,04.11.2018,849700,103800,0,0,0,745900
,Банкомат_7,05.11.2018,745900,82700,0,0,0,663200
,Банкомат_7,06.11.2018,663200,105500,0,0,0,557700
,Банкомат_7,07.11.2018,557700,106400,0,0,0,451300
,Банкомат_7,08.11.2018,451300,94000,0,0,0,357300
,Банкомат_7,09.11.2018,357300,165400,0,0,0,191900
,Банкомат_7,10.11.2018,191900,152800,0,3000000,191900,2847200
,Банкомат_7,11.11.2018,2847200,142600,0,0,0,2704600
,Банкомат_7,12.11.2018,2704600,146900,0,0,0,2557700
,Банкомат_7,13.11.2018,2557700,169600,0,0,0,2388100
,Банкомат_7,14.11.2018,2388100,87700,0,0,0,2300400
,Банкомат_7,15.11.2018,2300400,99100,0,0,0,2201300
,Банкомат_7,16.11.2018,2201300,110500,0,0,0,2090800
,Банкомат_7,17.11.2018,2090800,86800,0,0,0,2004000
,Банкомат_7,18.11.2018,2004000,90700,0,0,0,1913300
,Банкомат_7,19.11.2018,1913300,94000,0,0,0,1819300
,Банкомат_7,20.11.2018,1819300,83600,0,0,0,1735700
,Банкомат_7,21.11.2018,1735700,105500,0,0,0,1630200
,Банкомат_7,22.11.2018,1630200,102300,0,0,0,1527900
,Банкомат_7,23.11.2018,1527900,92300,0,0,0,1435600
,Банкомат_7,24.11.2018,1435600,105800,0,0,0,1329800
,Банкомат_7,25.11.2018,1329800,104800,0,0,0,1225000
,Банкомат_7,26.11.2018,1225000,102400,0,0,0,1122600
,Банкомат_7,27.11.2018,1122600,102900,0,0,0,1019700
,Банкомат_7,28.11.2018,1019700,105000,0,0,0,914700
,Банкомат_7,29.11.2018,914700,98000,0,0,0,816700
,Банкомат_7,30.11.2018,816700,91200,0,0,0,725500
,Банкомат_7,01.12.2018,725500,164600,0,0,0,560900
,Банкомат_7,02.12.2018,560900,182100,0,0,0,378800
,Банкомат_7,03.12.2018,378800,197000,0,0,0,181800
,Банкомат_7,04.12.2018,181800,93600,0,3000000,181800,2906400
,Банкомат_7,05.12.2018,2906400,108200,0,0,0,2798200
,Банкомат_7,06.12.2018,2798200,88900,0,0,0,2709300
,Банкомат_7,07.12.2018,2709300,110400,0,0,0,2598900
,Банкомат_7,08.12.2018,2598900,80700,0,0,0,2518200
,Банкомат_7,09.12.2018,2518200,191700,0,0,0,2326500
,Банкомат_7,10.12.2018,2326500,167600,0,0,0,2158900
,Банкомат_7,11.12.2018,2158900,164000,0,0,0,1994900
,Банкомат_7,12.12.2018,1994900,190000,0,0,0,1804900
,Банкомат_7,13.12.2018,1804900,184300,0,0,0,1620600
,Банкомат_7,14.12.2018,1620600,102200,0,0,0,1518400
,Банкомат_7,15.12.2018,1518400,97700,0,0,0,1420700
,Банкомат_7,16.12.2018,1420700,89700,0,0,0,1331000
,Банкомат_7,17.12.2018,1331000,102400,0,0,0,1228600
,Банкомат_7,18.12.2018,1228600,101800,0,0,0,1126800
,Банкомат_7,19.12.2018,1126800,104600,0,0,0,1022200
,Банкомат_7,20.12.2018,1022200,100200,0,0,0,922000
,Банкомат_7,21.12.2018,922000,109700,0,0,0,812300
,Банкомат_7,22.12.2018,812300,106800,0,0,0,705500
,Банкомат_7,23.12.2018,705500,103100,0,0,0,602400
,Банкомат_7,24.12.2018,602400,85000,0,0,0,517400
,Банкомат_7,25.12.2018,517400,101600,0,0,0,415800
,Банкомат_7,26.12.2018,415800,88000,0,0,0,327800
,Банкомат_7,27.12.2018,327800,87300,0,0,0,240500
,Банкомат_7,28.12.2018,240500,80000,0,3000000,240500,2920000
,Банкомат_7,29.12.2018,2920000,85100,0,0,0,2834900
,Банкомат_7,30.12.2018,2834900,93400,0,0,0,2741500
,Банкомат_7,31.12.2018,2741500,98200,0,0,0,2643300
,Банкомат_8,01.01.2018,4090000,156800,0,0,0,3933200
,Банкомат_8,02.01.2018,3933200,195300,0,0,0,3737900
,Банкомат_8,03.01.2018,3737900,158100,0,0,0,3579800
,Банкомат_8,04.01.2018,3579800,69800,0,0,0,3510000
,Банкомат_8,05.01.2018,3510000,64900,0,0,0,3445100
,Банкомат_8,06.01.2018,3445100,76300,0,0,0,3368800
,Банкомат_8,07.01.2018,3368800,79700,0,0,0,3289100
,Банкомат_8,08.01.2018,3289100,77600,0,0,0,3211500
,Банкомат_8,09.01.2018,3211500,187500,0,0,0,3024000
,Банкомат_8,10.01.2018,3024000,155500,0,0,0,2868500
,Банкомат_8,11.01.2018,2868500,147100,0,0,0,2721400
,Банкомат_8,12.01.2018,2721400,165200,0,0,0,2556200
,Банкомат_8,13.01.2018,2556200,161100,0,0,0,2395100
,Банкомат_8,14.01.2018,2395100,64800,0,0,0,2330300
,Банкомат_8,15.01.2018,2330300,81200,0,0,0,2249100
,Банкомат_8,16.01.2018,2249100,73500,0,0,0,2175600
,Банкомат_8,17.01.2018,2175600,69700,0,0,0,2105900
,Банкомат_8,18.01.2018,2105900,77400,0,0,0,2028500
,Банкомат_8,19.01.2018,2028500,75300,0,0,0,1953200
,Банкомат_8,20.01.2018,1953200,69400,0,0,0,1883800
,Банкомат_8,21.01.2018,1883800,66000,0,0,0,1817800
,Банкомат_8,22.01.2018,1817800,75700,0,0,0,1742100
,Банкомат_8,23.01.2018,1742100,62200,0,0,0,1679900
,Банкомат_8,24.01.2018,1679900,69200,0,0,0,1610700
,Банкомат_8,25.01.2018,1610700,63600,0,0,0,1547100
,Банкомат_8,26.01.2018,1547100,71000,0,0,0,1476100
,Банкомат_8,27.01.2018,1476100,71500,0,0,0,1404600
,Банкомат_8,28.01.2018,1404600,75100,0,0,0,1329500
,Банкомат_8,29.01.2018,1329500,75800,0,0,0,1253700
,Банкомат_8,30.01.2018,1253700,81100,0,0,0,1172600
,Банкомат_8,31.01.2018,1172600,74600,0,0,0,1098000
,Банкомат_8,01.02.2018,1098000,165300,0,0,0,932700
,Банкомат_8,02.02.2018,932700,146000,0,0,0,786700
,Банкомат_8,03.02.2018,786700,164500,0,0,0,622200
,Банкомат_8,04.02.2018,622200,60200,0,0,0,562000
,Банкомат_8,05.02.2018,562000,66600,0,0,0,495400
,Банкомат_8,06.02.2018,495400,67200,0,0,0,428200
,Банкомат_8,07.02.2018,428200,63100,0,0,0,365100
,Банкомат_8,08.02.2018,365100,63100,0,0,0,302000
,Банкомат_8,09.02.2018,302000,174200,0,0,0,127800
,Банкомат_8,10.02.2018,127800,171200,0,4000000,127800,3828800
,Банкомат_8,11.02.2018,3828800,169400,0,0,0,3659400
,Банкомат_8,12.02.2018,3659400,162000,0,0,0,3497400
,Банкомат_8,13.02.2018,3497400,164000,0,0,0,3333400
,Банкомат_8,14.02.2018,3333400,64100,0,0,0,3269300
,Банкомат_8,15.02.2018,3269300,73000,0,0,0,3196300
,Банкомат_8,16.02.2018,3196300,81300,0,0,0,3115000
,Банкомат_8,17.02.2018,3115000,79600,0,0,0,3035400
,Банкомат_8,18.02.2018,3035400,76300,0,0,0,2959100
,Банкомат_8,19.02.2018,2959100,83000,0,0,0,2876100
,Банкомат_8,20.02.2018,2876100,76300,0,0,0,2799800
,Банкомат_8,21.02.2018,2799800,68200,0,0,0,2731600
,Банкомат_8,22.02.2018,2731600,75300,0,0,0,2656300
,Банкомат_8,23.02.2018,2656300,70700,0,0,0,2585600
,Банкомат_8,24.02.2018,2585600,65300,0,0,0,2520300
,Банкомат_8,25.02.2018,2520300,80700,0,0,0,2439600
,Банкомат_8,26.02.2018,2439600,77900,0,0,0,2361700
,Банкомат_8,27.02.2018,2361700,62200,0,0,0,2299500
,Банкомат_8,28.02.2018,2299500,70500,0,0,0,2229000
,Банкомат_8,01.03.2018,2229000,158900,0,0,0,2070100
,Банкомат_8,02.03.2018,2070100,160600,0,0,0,1909500
,Банкомат_8,03.03.2018,1909500,166600,0,0,0,1742900
,Банкомат_8,04.03.2018,1742900,80900,0,0,0,1662000
,Банкомат_8,05.03.2018,1662000,81600,0,0,0,1580400
,Банкомат_8,06.03.2018,1580400,67300,0,0,0,1513100
,Банкомат_8,07.03.2018,1513100,74800,0,0,0,1438300
,Банкомат_8,08.03.2018,1438300,82900,0,0,0,1355400
,Банкомат_8,09.03.2018,1355400,159100,0,0,0,1196300
,Банкомат_8,10.03.2018,1196300,198900,0,0,0,997400
,Банкомат_8,11.03.2018,997400,168400,0,0,0,829000
,Банкомат_8,12.03.2018,829000,180600,0,0,0,648400
,Банкомат_8,13.03.2018,648400,183100,0,0,0,465300
,Банкомат_8,14.03.2018,465300,66900,0,0,0,398400
,Банкомат_8,15.03.2018,398400,62000,0,0,0,336400
,Банкомат_8,16.03.2018,336400,74800,0,0,0,261600
,Банкомат_8,17.03.2018,261600,76200,0,4000000,261600,3923800
,Банкомат_8,18.03.2018,3923800,81700,0,0,0,3842100
,Банкомат_8,19.03.2018,3842100,73400,0,0,0,3768700
,Банкомат_8,20.03.2018,3768700,81400,0,0,0,3687300
,Банкомат_8,21.03.2018,3687300,75800,0,0,0,3611500
,Банкомат_8,22.03.2018,3611500,72900,0,0,0,3538600
,Банкомат_8,23.03.2018,3538600,62300,0,0,0,3476300
,Банкомат_8,24.03.2018,3476300,66200,0,0,0,3410100
,Банкомат_8,25.03.2018,3410100,60600,0,0,0,3349500
,Банкомат_8,26.03.2018,3349500,81200,0,0,0,3268300
,Банкомат_8,27.03.2018,3268300,78500,0,0,0,3189800
,Банкомат_8,28.03.2018,3189800,65300,0,0,0,3124500
,Банкомат_8,29.03.2018,3124500,77800,0,0,0,3046700
,Банкомат_8,30.03.2018,3046700,66800,0,0,0,2979900
,Банкомат_8,31.03.2018,2979900,67700,0,0,0,2912200
,Банкомат_8,01.04.2018,2912200,177300,0,0,0,2734900
,Банкомат_8,02.04.2018,2734900,151100,0,0,0,2583800
,Банкомат_8,03.04.2018,2583800,192800,0,0,0,2391000
,Банкомат_8,04.04.2018,2391000,83700,0,0,0,2307300
,Банкомат_8,05.04.2018,2307300,77500,0,0,0,2229800
,Банкомат_8,06.04.2018,2229800,79600,0,0,0,2150200
,Банкомат_8,07.04.2018,2150200,63000,0,0,0,2087200
,Банкомат_8,08.04.2018,2087200,76900,0,0,0,2010300
,Банкомат_8,09.04.2018,2010300,176500,0,0,0,1833800
,Банкомат_8,10.04.2018,1833800,193400,0,0,0,1640400
,Банкомат_8,11.04.2018,1640400,185800,0,0,0,1454600
,Банкомат_8,12.04.2018,1454600,141300,0,0,0,1313300
,Банкомат_8,13.04.2018,1313300,179400,0,0,0,1133900
,Банкомат_8,14.04.2018,1133900,63400,0,0,0,1070500
,Банкомат_8,15.04.2018,1070500,66900,0,0,0,1003600
,Банкомат_8,16.04.2018,1003600,63800,0,0,0,939800
,Банкомат_8,17.04.2018,939800,66700,0,0,0,873100
,Банкомат_8,18.04.2018,873100,69600,0,0,0,803500
,Банкомат_8,19.04.2018,803500,73900,0,0,0,729600
,Банкомат_8,20.04.2018,729600,69000,0,0,0,660600
,Банкомат_8,21.04.2018,660600,62600,0,0,0,598000
,Банкомат_8,22.04.2018,598000,69500,0,0,0,528500
,Банкомат_8,23.04.2018,528500,69400,0,0,0,459100
,Банкомат_8,24.04.2018,459100,76800,0,0,0,382300
,Банкомат_8,25.04.2018,382300,80400,0,0,0,301900
,Банкомат_8,26.04.2018,301900,63300,0,0,0,238600
,Банкомат_8,27.04.2018,238600,62100,0,4000000,238600,3937900
,Банкомат_8,28.04.2018,3937900,78400,0,0,0,3859500
,Банкомат_8,29.04.2018,3859500,72100,0,0,0,3787400
,Банкомат_8,30.04.2018,3787400,62600,0,0,0,3724800
,Банкомат_8,01.05.2018,3724800,183600,0,0,0,3541200
,Банкомат_8,02.05.2018,3541200,191900,0,0,0,3349300
,Банкомат_8,03.05.2018,3349300,141000,0,0,0,3208300
,Банкомат_8,04.05.2018,3208300,72200,0,0,0,3136100
,Банкомат_8,05.05.2018,3136100,62100,0,0,0,3074000
,Банкомат_8,06.05.2018,3074000,77100,0,0,0,2996900
,Банкомат_8,07.05.2018,2996900,79900,0,0,0,2917000
,Банкомат_8,08.05.2018,2917000,83100,0,0,0,2833900
,Банкомат_8,09.05.2018,2833900,142800,0,0,0,2691100
,Банкомат_8,10.05.2018,2691100,197300,0,0,0,2493800
,Банкомат_8,11.05.2018,2493800,185700,0,0,0,2308100
,Банкомат_8,12.05.2018,2308100,178400,0,0,0,2129700
,Банкомат_8,13.05.2018,2129700,174000,0,0,0,1955700
,Банкомат_8,14.05.2018,1955700,82700,0,0,0,1873000
,Банкомат_8,15.05.2018,1873000,72000,0,0,0,1801000
,Банкомат_8,16.05.2018,1801000,81000,0,0,0,1720000
,Банкомат_8,17.05.2018,1720000,64400,0,0,0,1655600
,Банкомат_8,18.05.2018,1655600,74800,0,0,0,1580800
,Банкомат_8,19.05.2018,1580800,75700,0,0,0,1505100
,Банкомат_8,20.05.2018,1505100,64900,0,0,0,1440200
,Банкомат_8,21.05.2018,1440200,71700,0,0,0,1368500
,Банкомат_8,22.05.2018,1368500,71300,0,0,0,1297200
,Банкомат_8,23.05.2018,1297200,80200,0,0,0,1217000
,Банкомат_8,24.05.2018,1217000,63400,0,0,0,1153600
,Банкомат_8,25.05.2018,1153600,72100,0,0,0,1081500
,Банкомат_8,26.05.2018,1081500,65600,0,0,0,1015900
,Банкомат_8,27.05.2018,1015900,65500,0,0,0,950400
,Банкомат_8,28.05.2018,950400,71400,0,0,0,879000
,Банкомат_8,29.05.2018,879000,82300,0,0,0,796700
,Банкомат_8,30.05.2018,796700,69400,0,0,0,727300
,Банкомат_8,31.05.2018,727300,70400,0,0,0,656900
,Банкомат_8,01.06.2018,656900,142200,0,0,0,514700
,Банкомат_8,02.06.2018,514700,174800,0,0,0,339900
,Банкомат_8,03.06.2018,339900,146600,0,0,0,193300
,Банкомат_8,04.06.2018,193300,81300,0,4000000,193300,3918700
,Банкомат_8,05.06.2018,3918700,78100,0,0,0,3840600
,Банкомат_8,06.06.2018,3840600,83400,0,0,0,3757200
,Банкомат_8,07.06.2018,3757200,74600,0,0,0,3682600
,Банкомат_8,08.06.2018,3682600,71600,0,0,0,3611000
,Банкомат_8,09.06.2018,3611000,174000,0,0,0,3437000
,Банкомат_8,10.06.2018,3437000,196600,0,0,0,3240400
,Банкомат_8,11.06.2018,3240400,191900,0,0,0,3048500
,Банкомат_8,12.06.2018,3048500,173600,0,0,0,2874900
,Банкомат_8,13.06.2018,2874900,179000,0,0,0,2695900
,Банкомат_8,14.06.2018,2695900,66200,0,0,0,2629700
,Банкомат_8,15.06.2018,2629700,67200,0,0,0,2562500
,Банкомат_8,16.06.2018,2562500,62400,0,0,0,2500100
,Банкомат_8,17.06.2018,2500100,80000,0,0,0,2420100
,Банкомат_8,18.06.2018,2420100,76100,0,0,0,2344000
,Банкомат_8,19.06.2018,2344000,83500,0,0,0,2260500
,Банкомат_8,20.06.2018,2260500,65000,0,0,0,2195500
,Банкомат_8,21.06.2018,2195500,74900,0,0,0,2120600
,Банкомат_8,22.06.2018,2120600,70300,0,0,0,2050300
,Банкомат_8,23.06.2018,2050300,83500,0,0,0,1966800
,Банкомат_8,24.06.2018,1966800,62400,0,0,0,1904400
,Банкомат_8,25.06.2018,1904400,68500,0,0,0,1835900
,Банкомат_8,26.06.2018,1835900,79600,0,0,0,1756300
,Банкомат_8,27.06.2018,1756300,81800,0,0,0,1674500
,Банкомат_8,28.06.2018,1674500,67000,0,0,0,1607500
,Банкомат_8,29.06.2018,1607500,69700,0,0,0,1537800
,Банкомат_8,30.06.2018,1537800,60000,0,0,0,1477800
,Банкомат_8,01.07.2018,1477800,192600,0,0,0,1285200
,Банкомат_8,02.07.2018,1285200,147100,0,0,0,1138100
,Банкомат_8,03.07.2018,1138100,176800,0,0,0,961300
,Банкомат_8,04.07.2018,961300,68000,0,0,0,893300
,Банкомат_8,05.07.2018,893300,64200,0,0,0,829100
,Банкомат_8,06.07.2018,829100,66300,0,0,0,762800
,Банкомат_8,07.07.2018,762800,77800,0,0,0,685000
,Банкомат_8,08.07.2018,685000,68500,0,0,0,616500
,Банкомат_8,09.07.2018,616500,196500,0,0,0,420000
,Банкомат_8,10.07.2018,420000,184800,0,0,0,235200
,Банкомат_8,11.07.2018,235200,156800,0,4000000,235200,3843200
,Банкомат_8,12.07.2018,3843200,178800,0,0,0,3664400
,Банкомат_8,13.07.2018,3664400,143200,0,0,0,3521200
,Банкомат_8,14.07.2018,3521200,73500,0,0,0,3447700
,Банкомат_8,15.07.2018,3447700,77500,0,0,0,3370200
,Банкомат_8,16.07.2018,3370200,63200,0,0,0,3307000
,Банкомат_8,17.07.2018,3307000,61300,0,0,0,3245700
,Банкомат_8,18.07.2018,3245700,64300,0,0,0,3181400
,Банкомат_8,19.07.2018,3181400,64200,0,0,0,3117200
,Банкомат_8,20.07.2018,3117200,77700,0,0,0,3039500
,Банкомат_8,21.07.2018,3039500,74300,0,0,0,2965200
,Банкомат_8,22.07.2018,2965200,60700,0,0,0,2904500
,Банкомат_8,23.07.2018,2904500,82900,0,0,0,2821600
,Банкомат_8,24.07.2018,2821600,60200,0,0,0,2761400
,Банкомат_8,25.07.2018,2761400,64400,0,0,0,2697000
,Банкомат_8,26.07.2018,2697000,81600,0,0,0,2615400
,Банкомат_8,27.07.2018,2615400,65200,0,0,0,2550200
,Банкомат_8,28.07.2018,2550200,73200,0,0,0,2477000
,Банкомат_8,29.07.2018,2477000,66300,0,0,0,2410700
,Банкомат_8,30.07.2018,2410700,78600,0,0,0,2332100
,Банкомат_8,31.07.2018,2332100,79100,0,0,0,2253000
,Банкомат_8,01.08.2018,2253000,181600,0,0,0,2071400
,Банкомат_8,02.08.2018,2071400,162300,0,0,0,1909100
,Банкомат_8,03.08.2018,1909100,167900,0,0,0,1741200
,Банкомат_8,04.08.2018,1741200,67200,0,0,0,1674000
,Банкомат_8,05.08.2018,1674000,76000,0,0,0,1598000
,Банкомат_8,06.08.2018,1598000,75600,0,0,0,1522400
,Банкомат_8,07.08.2018,1522400,66100,0,0,0,1456300
,Банкомат_8,08.08.2018,1456300,65100,0,0,0,1391200
,Банкомат_8,09.08.2018,1391200,162500,0,0,0,1228700
